year,count_date,hour,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,count_point_id
2009,21/09/2009,9,S,0,2,358,2,65,13,1,5,0,1,0,20,447,26955
2009,21/09/2009,10,S,0,1,284,1,61,11,1,4,0,2,0,18,365,26955
2009,21/09/2009,11,S,0,2,280,0,69,19,1,3,2,2,1,28,379,26955
2009,21/09/2009,12,S,0,0,274,1,59,8,0,2,0,0,0,10,344,26955
2009,21/09/2009,13,S,1,3,248,1,70,9,1,6,0,3,1,20,342,26955
2009,21/09/2009,14,S,0,2,273,3,52,14,2,5,2,1,0,24,354,26955
2009,21/09/2009,15,S,0,1,401,2,72,12,1,4,0,2,0,19,495,26955
2009,21/09/2009,16,S,0,3,641,5,104,6,0,3,0,1,1,11,764,26955
2009,21/09/2009,17,S,2,7,732,1,63,6,0,0,1,1,0,8,811,26955
2009,21/09/2009,18,S,0,7,560,0,30,1,1,1,0,2,0,5,602,26955
2009,18/05/2009,8,S,2,11,1139,9,101,44,7,3,1,2,2,59,1319,27652
2009,18/05/2009,9,S,2,5,862,5,62,44,4,3,1,7,2,61,995,27652
2009,18/05/2009,10,S,0,3,719,2,66,46,7,2,1,3,3,62,852,27652
2009,18/05/2009,11,S,0,5,742,4,71,45,4,3,0,4,3,59,881,27652
2009,18/05/2009,12,S,0,3,812,2,73,31,3,1,0,2,4,41,931,27652
2009,18/05/2009,13,S,1,2,731,3,80,19,1,1,0,9,1,31,847,27652
2009,18/05/2009,14,S,1,4,785,3,97,35,1,1,0,12,5,54,943,27652
2009,18/05/2009,15,S,0,8,896,4,79,39,1,0,0,4,1,45,1032,27652
2009,18/05/2009,16,S,0,16,1157,6,95,49,1,0,3,0,3,56,1330,27652
2009,18/05/2009,17,S,3,18,1608,5,100,29,0,1,0,0,1,31,1762,27652
2009,18/05/2009,18,S,0,8,1432,5,82,25,0,0,0,0,3,28,1555,27652
2009,18/05/2009,7,N,7,14,1442,4,145,17,5,7,5,2,4,40,1645,27652
2009,18/05/2009,8,N,5,28,1402,6,102,29,7,17,3,1,4,61,1599,27652
2009,18/05/2009,9,N,3,6,875,4,97,30,8,7,1,3,4,53,1035,27652
2009,18/05/2009,10,N,2,3,709,5,88,31,7,12,0,3,5,58,863,27652
2009,18/05/2009,11,N,3,2,647,2,85,32,7,5,0,5,2,51,787,27652
2009,18/05/2009,12,N,1,5,703,4,75,27,5,1,1,3,6,43,830,27652
2009,18/05/2009,13,N,2,8,749,1,72,18,4,4,1,5,2,34,864,27652
2009,18/05/2009,14,N,1,4,708,3,83,29,2,0,1,7,1,40,838,27652
2009,18/05/2009,15,N,6,3,884,8,78,24,0,2,1,7,2,36,1009,27652
2009,18/05/2009,16,N,9,4,959,9,108,23,2,2,2,2,7,38,1118,27652
2009,18/05/2009,17,N,7,12,1032,5,82,16,2,0,1,9,6,34,1165,27652
2009,18/05/2009,18,N,2,10,909,2,44,10,0,0,0,8,5,23,988,27652
2009,18/05/2009,7,S,0,8,929,6,135,32,4,4,4,2,3,49,1127,27652
2009,17/06/2009,7,E,0,35,1823,14,307,162,7,18,5,26,19,237,2416,38091
2009,17/06/2009,8,E,2,22,2323,12,195,131,10,12,7,79,19,258,2810,38091
2009,17/06/2009,9,E,0,11,1882,19,201,90,13,6,12,15,18,154,2267,38091
2009,17/06/2009,10,E,0,11,1246,17,187,88,11,11,6,42,11,169,1630,38091
2009,17/06/2009,11,E,0,12,1133,13,185,76,8,7,16,33,15,155,1498,38091
2009,17/06/2009,12,E,1,9,1177,11,196,55,6,6,5,40,14,126,1519,38091
2009,17/06/2009,13,E,0,6,1170,7,179,61,9,3,10,33,13,129,1491,38091
2009,17/06/2009,14,E,0,5,1171,10,205,70,11,56,5,30,12,184,1575,38091
2009,17/06/2009,15,E,0,16,1351,15,226,89,3,8,4,34,22,160,1768,38091
2009,17/06/2009,16,E,0,18,1720,15,276,106,1,6,1,29,20,163,2192,38091
2009,17/06/2009,17,E,0,25,1993,12,212,67,1,1,1,27,19,116,2358,38091
2009,17/06/2009,18,E,0,18,1937,12,117,33,0,2,1,29,20,85,2169,38091
2009,17/06/2009,7,W,1,29,2200,10,165,125,3,14,3,42,11,198,2602,38091
2009,17/06/2009,8,W,0,29,2199,13,137,78,3,11,9,27,16,144,2522,38091
2009,17/06/2009,9,W,0,10,1586,13,161,72,5,14,6,22,23,142,1912,38091
2009,17/06/2009,10,W,0,13,1069,7,190,93,13,10,0,23,17,156,1435,38091
2009,17/06/2009,11,W,0,3,1000,15,151,93,4,14,1,26,29,167,1336,38091
2009,17/06/2009,12,W,1,7,1228,8,159,68,3,15,3,31,23,143,1545,38091
2009,17/06/2009,13,W,2,5,1164,8,178,84,4,12,2,30,35,167,1522,38091
2009,17/06/2009,14,W,0,10,1157,13,214,88,0,10,5,26,26,155,1549,38091
2009,17/06/2009,15,W,0,17,1353,13,268,91,1,5,2,30,24,153,1804,38091
2009,17/06/2009,16,W,0,13,1590,12,284,90,2,5,1,34,28,160,2059,38091
2009,17/06/2009,17,W,1,19,2082,13,218,59,1,1,1,34,16,112,2444,38091
2009,17/06/2009,18,W,0,22,2015,11,158,42,0,1,1,37,17,98,2304,38091
2009,30/03/2009,7,N,1,6,537,3,111,15,0,1,2,1,2,21,678,46959
2009,30/03/2009,8,N,0,6,658,2,70,15,1,1,1,1,1,20,756,46959
2009,30/03/2009,9,N,0,4,392,2,57,8,1,2,2,2,1,16,471,46959
2009,30/03/2009,10,N,0,4,326,1,39,17,0,0,1,0,0,18,388,46959
2009,30/03/2009,11,N,0,1,253,0,64,14,1,0,1,0,0,16,334,46959
2009,30/03/2009,12,N,0,3,199,1,39,13,1,1,1,1,0,17,259,46959
2009,30/03/2009,13,N,0,0,294,1,52,13,1,2,1,0,2,19,366,46959
2009,30/03/2009,14,N,0,2,181,1,47,9,0,2,1,1,0,13,244,46959
2009,30/03/2009,15,N,0,0,226,1,63,15,1,0,0,0,0,16,306,46959
2009,30/03/2009,16,N,0,2,300,2,31,9,1,0,2,1,1,14,349,46959
2009,30/03/2009,17,N,0,6,329,2,19,10,0,2,1,0,0,13,369,46959
2009,30/03/2009,18,N,0,2,362,2,22,2,0,0,0,1,0,3,391,46959
2009,30/03/2009,7,S,0,4,242,2,30,1,1,1,1,0,1,5,283,46959
2009,30/03/2009,8,S,1,3,349,1,23,13,0,2,0,1,1,17,393,46959
2009,30/03/2009,9,S,0,0,259,1,40,12,1,1,1,0,0,15,315,46959
2009,30/03/2009,10,S,0,0,224,1,42,13,2,1,1,1,2,20,287,46959
2009,30/03/2009,11,S,0,0,198,3,53,15,0,1,2,0,0,18,272,46959
2009,30/03/2009,12,S,1,3,231,4,51,8,1,1,1,0,0,11,300,46959
2009,30/03/2009,13,S,2,0,264,1,50,14,2,2,1,0,0,19,334,46959
2009,30/03/2009,14,S,0,0,211,1,58,12,1,0,0,0,1,14,284,46959
2009,30/03/2009,15,S,1,1,314,1,72,16,1,1,1,0,0,19,407,46959
2009,30/03/2009,16,S,0,8,604,3,130,9,0,1,0,0,0,10,755,46959
2009,30/03/2009,17,S,0,5,661,6,42,7,0,0,0,2,0,9,723,46959
2009,30/03/2009,18,S,0,6,553,3,15,0,0,0,2,0,0,2,579,46959
2009,18/09/2009,7,E,1,7,475,1,74,12,0,0,1,1,0,14,571,56957
2009,18/09/2009,8,E,1,6,417,2,53,12,1,0,0,0,0,13,491,56957
2009,18/09/2009,9,E,0,3,276,1,36,13,0,1,0,0,0,14,330,56957
2009,18/09/2009,10,E,1,3,226,2,40,6,0,2,0,0,0,8,279,56957
2009,18/09/2009,11,E,0,1,197,0,30,4,0,1,0,0,0,5,233,56957
2009,18/09/2009,12,E,2,2,191,1,19,2,0,0,0,1,0,3,216,56957
2009,18/09/2009,13,E,1,1,216,0,26,4,0,0,1,0,0,5,248,56957
2009,18/09/2009,14,E,3,0,226,0,21,4,0,0,0,0,0,4,251,56957
2009,18/09/2009,15,E,0,2,220,0,22,8,1,0,1,0,0,10,254,56957
2009,18/09/2009,16,E,3,5,201,0,26,8,1,0,1,0,0,10,242,56957
2009,18/09/2009,17,E,1,2,267,0,21,0,0,0,0,0,0,0,290,56957
2009,18/09/2009,18,E,4,2,258,1,11,0,0,0,0,0,0,0,272,56957
2009,18/09/2009,7,W,1,3,222,2,19,14,0,1,0,0,0,15,261,56957
2009,18/09/2009,8,W,2,2,362,4,48,11,1,0,0,0,0,12,428,56957
2009,18/09/2009,9,W,1,0,233,1,32,14,1,1,0,0,0,16,282,56957
2009,18/09/2009,10,W,1,0,215,2,26,16,0,0,0,0,0,16,259,56957
2009,18/09/2009,11,W,1,1,227,0,33,6,0,2,0,1,0,9,270,56957
2009,18/09/2009,12,W,2,1,255,1,27,6,0,2,0,0,0,8,292,56957
2009,18/09/2009,13,W,0,2,286,3,39,2,0,0,0,0,0,2,332,56957
2009,18/09/2009,14,W,2,4,333,1,54,4,0,0,0,0,0,4,396,56957
2009,18/09/2009,15,W,0,4,436,4,55,3,0,0,1,0,0,4,503,56957
2009,18/09/2009,16,W,0,7,494,3,77,4,0,0,0,0,0,4,585,56957
2009,18/09/2009,17,W,3,5,604,2,39,3,0,0,0,0,0,3,653,56957
2009,18/09/2009,18,W,2,9,443,0,17,6,1,0,0,1,1,9,478,56957
2009,20/10/2009,10,W,0,0,208,2,48,10,1,2,1,0,0,14,272,57172
2009,20/10/2009,11,W,1,1,194,2,43,15,1,1,0,0,0,17,257,57172
2009,20/10/2009,12,W,0,4,223,3,30,10,1,0,1,0,0,12,272,57172
2009,20/10/2009,13,W,1,0,273,2,35,10,1,1,0,1,0,13,323,57172
2009,20/10/2009,14,W,0,3,199,1,63,11,0,0,1,0,0,12,278,57172
2009,20/10/2009,15,W,0,2,266,3,47,10,2,0,1,0,1,14,332,57172
2009,20/10/2009,16,W,0,0,366,5,57,8,1,0,1,0,0,10,438,57172
2009,20/10/2009,17,W,1,1,562,0,44,5,0,0,1,0,0,6,613,57172
2009,20/10/2009,18,W,1,3,381,1,11,5,0,0,0,0,0,5,401,57172
2009,20/10/2009,7,E,1,0,268,2,55,6,1,1,0,0,0,8,333,57172
2009,20/10/2009,8,E,1,2,429,5,44,11,1,1,1,0,0,14,494,57172
2009,20/10/2009,9,E,0,6,161,2,19,12,0,0,0,1,1,14,202,57172
2009,20/10/2009,10,E,0,0,154,2,32,12,2,0,0,0,0,14,202,57172
2009,20/10/2009,11,E,1,1,189,2,40,9,1,0,0,0,0,10,242,57172
2009,20/10/2009,12,E,0,0,163,3,36,8,0,0,1,1,0,10,212,57172
2009,20/10/2009,13,E,0,2,187,1,40,7,2,0,1,0,0,10,240,57172
2009,20/10/2009,14,E,0,0,255,1,42,12,1,1,0,0,0,14,312,57172
2009,20/10/2009,15,E,0,0,244,2,44,11,1,0,2,0,2,16,306,57172
2009,20/10/2009,16,E,0,2,347,1,62,8,0,1,0,1,0,10,422,57172
2009,20/10/2009,17,E,1,3,533,3,62,7,0,1,1,0,1,10,611,57172
2009,20/10/2009,18,E,0,4,449,1,18,3,0,0,1,0,0,4,476,57172
2009,20/10/2009,7,W,1,3,536,5,85,7,0,0,1,0,0,8,637,57172
2009,20/10/2009,8,W,0,4,709,6,57,6,0,0,0,1,0,7,783,57172
2009,20/10/2009,9,W,1,1,190,0,24,14,2,0,0,1,0,17,232,57172
2009,21/10/2009,7,N,4,7,534,2,100,6,1,0,2,0,0,9,652,78079
2009,21/10/2009,8,N,0,1,678,1,51,5,1,0,2,0,0,8,739,78079
2009,21/10/2009,9,N,0,4,383,3,59,6,0,1,1,1,0,9,458,78079
2009,21/10/2009,10,N,1,2,194,1,51,9,0,1,1,0,0,11,259,78079
2009,21/10/2009,11,N,0,1,248,0,40,8,0,0,0,1,1,10,299,78079
2009,21/10/2009,12,N,0,2,282,0,44,10,0,0,0,0,0,10,338,78079
2009,21/10/2009,13,N,2,3,244,0,37,1,0,0,1,0,0,2,286,78079
2009,21/10/2009,14,N,3,1,268,3,40,10,1,1,0,0,0,12,324,78079
2009,21/10/2009,15,N,0,0,339,4,59,5,0,0,0,0,0,5,407,78079
2009,21/10/2009,16,N,0,4,361,2,44,10,0,0,0,0,0,10,421,78079
2009,21/10/2009,17,N,2,2,437,1,30,4,0,0,0,0,0,4,474,78079
2009,21/10/2009,18,N,2,5,398,0,23,2,0,1,0,0,0,3,429,78079
2009,21/10/2009,7,S,0,3,392,0,38,2,2,0,0,0,0,4,437,78079
2009,21/10/2009,8,S,1,2,389,1,43,8,3,2,2,0,0,15,450,78079
2009,21/10/2009,9,S,1,0,230,2,46,4,0,1,0,0,0,5,283,78079
2009,21/10/2009,10,S,0,3,225,0,37,9,0,0,0,1,2,12,277,78079
2009,21/10/2009,11,S,0,0,204,1,28,8,0,0,0,0,1,9,242,78079
2009,21/10/2009,12,S,0,1,231,0,36,8,1,0,0,0,1,10,278,78079
2009,21/10/2009,13,S,0,2,229,1,46,7,2,0,0,0,0,9,287,78079
2009,21/10/2009,14,S,0,1,279,0,53,9,0,0,1,0,0,10,343,78079
2009,21/10/2009,15,S,1,4,357,2,65,5,0,1,0,0,0,6,434,78079
2009,21/10/2009,16,S,3,4,477,2,88,15,0,0,0,0,0,15,586,78079
2009,21/10/2009,17,S,3,2,587,0,43,7,0,1,0,0,0,8,640,78079
2009,21/10/2009,18,S,2,4,460,1,42,3,0,0,0,0,0,3,510,78079
2009,04/09/2009,7,N,1,14,1400,2,162,66,5,5,1,14,8,99,1677,78287
2009,04/09/2009,8,N,1,31,1670,6,109,60,2,4,2,31,17,116,1932,78287
2009,04/09/2009,9,N,0,9,1150,7,132,81,0,5,2,26,11,125,1423,78287
2009,04/09/2009,10,N,0,14,1133,6,119,52,5,12,2,25,19,115,1387,78287
2009,04/09/2009,11,N,0,7,1083,6,136,62,1,4,3,26,13,109,1341,78287
2009,04/09/2009,12,N,0,4,1223,6,168,74,3,6,9,22,11,125,1526,78287
2009,04/09/2009,13,N,0,11,1423,4,195,91,1,8,7,36,16,159,1792,78287
2009,04/09/2009,14,N,0,14,1481,7,204,77,1,10,6,33,16,143,1849,78287
2009,04/09/2009,15,N,1,13,1270,8,175,54,2,7,2,18,9,92,1558,78287
2009,04/09/2009,16,N,1,11,1112,16,130,33,0,6,0,5,3,47,1316,78287
2009,04/09/2009,17,N,1,15,1378,10,97,23,0,1,0,2,0,26,1526,78287
2009,04/09/2009,18,N,3,14,1185,9,73,23,1,0,0,1,1,26,1307,78287
2009,04/09/2009,7,S,1,26,1383,1,270,65,4,5,0,21,3,98,1778,78287
2009,04/09/2009,8,S,0,49,1687,5,183,69,1,6,0,25,7,108,2032,78287
2009,04/09/2009,9,S,0,19,1284,4,167,75,3,8,1,39,10,136,1610,78287
2009,04/09/2009,10,S,0,13,1053,2,158,49,5,10,5,20,19,108,1334,78287
2009,04/09/2009,11,S,0,11,1053,0,192,53,6,2,4,32,18,115,1371,78287
2009,04/09/2009,12,S,0,15,1185,2,141,64,7,3,2,24,19,119,1462,78287
2009,04/09/2009,13,S,0,5,1135,4,165,49,6,6,3,29,21,114,1423,78287
2009,04/09/2009,14,S,0,6,1236,1,189,59,3,5,3,28,25,123,1555,78287
2009,04/09/2009,15,S,0,5,1140,7,190,36,6,6,2,14,16,80,1422,78287
2009,04/09/2009,16,S,0,14,1318,8,293,40,2,2,2,6,2,54,1687,78287
2009,04/09/2009,17,S,0,34,1789,7,223,27,2,1,2,1,2,35,2088,78287
2009,04/09/2009,18,S,0,22,1536,8,131,15,1,0,1,1,2,20,1717,78287
2009,13/10/2009,7,N,1,12,1367,4,169,18,2,1,10,1,1,33,1585,78288
2009,13/10/2009,8,N,3,8,1581,6,84,14,1,1,9,0,2,27,1706,78288
2009,13/10/2009,9,N,1,10,815,6,78,23,1,2,14,3,0,43,952,78288
2009,13/10/2009,10,N,0,7,461,2,107,20,2,3,6,1,2,34,611,78288
2009,13/10/2009,11,N,0,5,460,0,77,20,0,1,6,2,1,30,572,78288
2009,13/10/2009,12,N,1,9,546,4,71,21,3,3,7,2,1,37,667,78288
2009,13/10/2009,13,N,0,2,501,2,109,10,0,0,9,2,1,22,636,78288
2009,13/10/2009,14,N,1,2,510,2,93,14,1,0,8,0,3,26,633,78288
2009,13/10/2009,15,N,0,10,723,2,107,12,1,0,6,1,1,21,863,78288
2009,13/10/2009,16,N,3,7,812,3,91,8,1,1,6,0,0,16,929,78288
2009,13/10/2009,17,N,2,10,1104,4,90,3,1,1,7,1,2,15,1223,78288
2009,13/10/2009,18,N,1,7,879,2,38,3,0,0,4,1,1,9,935,78288
2009,13/10/2009,7,S,0,11,924,6,191,23,2,2,7,2,4,40,1172,78288
2009,13/10/2009,8,S,0,12,1075,3,122,20,2,3,4,0,0,29,1241,78288
2009,13/10/2009,9,S,1,6,632,1,80,14,2,2,3,5,2,28,747,78288
2009,13/10/2009,10,S,0,5,490,2,86,14,3,3,7,1,1,29,612,78288
2009,13/10/2009,11,S,1,5,481,6,94,22,1,2,2,1,1,29,615,78288
2009,13/10/2009,12,S,0,4,647,2,85,21,1,0,0,3,0,25,763,78288
2009,13/10/2009,13,S,0,6,615,0,88,12,0,0,15,0,0,27,736,78288
2009,13/10/2009,14,S,2,5,734,3,100,13,1,2,11,1,1,29,871,78288
2009,13/10/2009,15,S,2,6,874,6,128,3,0,1,2,2,1,9,1023,78288
2009,13/10/2009,16,S,0,11,1159,2,169,8,0,0,2,0,1,11,1352,78288
2009,13/10/2009,17,S,4,9,1694,2,120,6,0,0,1,2,1,10,1835,78288
2009,13/10/2009,18,S,0,8,1726,0,73,3,0,0,1,0,0,4,1811,78288
2009,17/06/2009,7,E,1,0,39,0,30,0,0,0,0,0,1,1,70,919554
2009,17/06/2009,8,E,2,1,113,2,22,2,0,0,0,0,0,2,140,919554
2009,17/06/2009,9,E,0,0,62,2,23,2,0,0,0,0,0,2,89,919554
2009,17/06/2009,10,E,0,0,17,1,14,0,0,0,0,1,0,1,33,919554
2009,17/06/2009,11,E,0,0,27,1,22,3,0,0,0,1,0,4,54,919554
2009,17/06/2009,12,E,0,0,27,1,19,1,0,1,0,0,1,3,50,919554
2009,17/06/2009,13,E,0,0,53,5,14,0,1,0,0,0,0,1,73,919554
2009,17/06/2009,14,E,0,0,34,1,13,1,0,0,0,0,0,1,49,919554
2009,17/06/2009,15,E,0,0,22,0,12,0,0,0,0,0,0,0,34,919554
2009,17/06/2009,16,E,0,0,19,3,11,0,0,0,0,0,0,0,33,919554
2009,17/06/2009,17,E,0,0,8,1,3,0,0,0,0,0,0,0,12,919554
2009,17/06/2009,18,E,0,0,7,3,0,1,2,2,0,0,0,5,15,919554
2009,17/06/2009,7,W,0,0,5,7,5,1,0,0,0,0,0,1,18,919554
2009,17/06/2009,8,W,0,0,10,0,26,2,0,0,0,0,0,2,38,919554
2009,17/06/2009,9,W,0,0,14,2,18,2,0,0,0,0,1,3,37,919554
2009,17/06/2009,10,W,0,0,22,1,22,0,0,0,0,0,0,0,45,919554
2009,17/06/2009,11,W,0,0,32,1,14,1,0,0,0,2,0,3,50,919554
2009,17/06/2009,12,W,0,0,51,1,27,1,0,1,0,1,0,3,82,919554
2009,17/06/2009,13,W,0,0,52,4,18,1,0,0,0,0,0,1,75,919554
2009,17/06/2009,14,W,0,0,27,1,19,2,0,0,0,0,0,2,49,919554
2009,17/06/2009,15,W,0,0,29,3,17,0,0,0,0,0,0,0,49,919554
2009,17/06/2009,16,W,2,0,56,0,16,0,0,0,0,0,0,0,72,919554
2009,17/06/2009,17,W,0,0,100,2,7,0,0,0,0,0,0,0,109,919554
2009,17/06/2009,18,W,1,0,28,0,1,0,0,0,0,0,1,1,30,919554
2009,21/04/2009,7,N,2,8,327,7,56,2,0,0,0,0,0,2,400,930524
2009,21/04/2009,8,N,18,7,594,4,48,2,0,0,0,0,0,2,655,930524
2009,21/04/2009,9,N,5,3,303,6,34,3,0,0,0,0,0,3,349,930524
2009,21/04/2009,10,N,4,1,213,2,36,4,0,0,0,0,0,4,256,930524
2009,21/04/2009,11,N,4,0,187,3,25,2,0,0,0,0,0,2,217,930524
2009,21/04/2009,12,N,2,0,211,3,31,2,0,0,0,0,0,2,247,930524
2009,21/04/2009,13,N,2,4,189,2,21,5,0,0,0,0,0,5,221,930524
2009,21/04/2009,14,N,2,2,223,3,32,5,0,0,0,0,0,5,265,930524
2009,21/04/2009,15,N,3,2,240,3,21,1,0,0,0,0,0,1,267,930524
2009,21/04/2009,16,N,8,3,225,2,30,2,0,1,0,0,0,3,263,930524
2009,21/04/2009,17,N,2,1,271,3,33,2,0,0,0,0,0,2,310,930524
2009,21/04/2009,18,N,5,3,322,2,24,0,0,0,0,0,0,0,351,930524
2009,21/04/2009,7,S,2,1,112,3,28,2,0,0,0,0,0,2,146,930524
2009,21/04/2009,8,S,7,0,254,4,16,6,0,0,0,0,0,6,280,930524
2009,21/04/2009,9,S,0,0,198,3,29,5,0,0,0,0,0,5,235,930524
2009,21/04/2009,10,S,1,1,203,4,28,4,0,0,0,0,0,4,240,930524
2009,21/04/2009,11,S,2,1,198,3,24,4,1,0,0,1,0,6,232,930524
2009,21/04/2009,12,S,1,1,208,3,33,2,0,0,0,0,1,3,248,930524
2009,21/04/2009,13,S,2,2,186,3,31,4,0,0,2,0,0,6,228,930524
2009,21/04/2009,14,S,4,2,133,4,18,6,0,0,1,0,0,7,164,930524
2009,21/04/2009,15,S,7,2,221,7,25,4,0,0,1,0,0,5,260,930524
2009,21/04/2009,16,S,3,0,216,4,9,1,1,0,0,0,0,2,231,930524
2009,21/04/2009,17,S,13,5,537,5,43,4,0,0,0,0,0,4,594,930524
2009,21/04/2009,18,S,3,8,453,2,42,1,0,0,0,0,0,1,506,930524
2009,08/06/2009,7,E,2,0,138,5,13,4,0,0,0,0,0,4,160,930525
2009,08/06/2009,8,E,0,0,322,3,24,1,1,0,0,0,0,2,351,930525
2009,08/06/2009,9,E,2,0,186,3,20,4,0,0,1,1,0,6,215,930525
2009,08/06/2009,10,E,0,0,120,2,14,2,0,0,0,0,0,2,138,930525
2009,08/06/2009,11,E,2,1,158,2,11,3,0,0,0,1,0,4,176,930525
2009,08/06/2009,12,E,0,0,183,5,19,1,0,0,0,0,0,1,208,930525
2009,08/06/2009,13,E,2,0,174,2,16,0,0,0,0,0,0,0,192,930525
2009,08/06/2009,14,E,1,1,152,2,16,0,0,0,0,0,0,0,171,930525
2009,08/06/2009,15,E,4,2,144,2,18,2,0,0,0,0,0,2,168,930525
2009,08/06/2009,16,E,2,2,224,2,20,1,1,0,0,0,0,2,250,930525
2009,08/06/2009,17,E,3,1,295,2,14,0,0,0,0,0,0,0,312,930525
2009,08/06/2009,18,E,4,2,255,2,13,0,0,0,0,0,0,0,272,930525
2009,08/06/2009,7,W,0,2,201,4,13,4,1,0,0,0,0,5,225,930525
2009,08/06/2009,8,W,3,0,416,2,31,5,0,0,0,0,0,5,454,930525
2009,08/06/2009,9,W,2,0,213,3,11,2,1,0,0,0,0,3,230,930525
2009,08/06/2009,10,W,0,3,136,2,6,2,0,0,0,0,0,2,149,930525
2009,08/06/2009,11,W,2,0,166,2,18,2,0,0,0,1,0,3,189,930525
2009,08/06/2009,12,W,1,0,141,2,17,2,0,0,0,0,0,2,162,930525
2009,08/06/2009,13,W,0,1,167,2,16,0,0,0,1,0,0,1,187,930525
2009,08/06/2009,14,W,0,1,171,2,19,0,0,0,0,0,0,0,193,930525
2009,08/06/2009,15,W,5,2,214,5,27,1,0,0,0,0,0,1,249,930525
2009,08/06/2009,16,W,3,0,225,4,18,1,1,0,1,0,0,3,250,930525
2009,08/06/2009,17,W,4,3,246,3,18,0,0,0,0,0,0,0,270,930525
2009,08/06/2009,18,W,2,0,264,2,19,0,0,0,0,0,0,0,285,930525
2009,05/10/2009,7,N,3,5,213,5,44,1,0,0,0,0,0,1,268,930526
2009,05/10/2009,8,N,3,2,414,6,21,3,1,1,0,0,0,5,448,930526
2009,05/10/2009,9,N,1,0,173,3,26,2,0,0,0,0,0,2,204,930526
2009,05/10/2009,10,N,0,0,115,3,15,3,1,0,0,0,0,4,137,930526
2009,05/10/2009,11,N,0,0,145,4,22,3,1,0,0,0,0,4,175,930526
2009,05/10/2009,12,N,1,0,123,3,20,1,1,0,0,0,0,2,148,930526
2009,05/10/2009,13,N,0,2,144,3,17,3,1,0,0,0,0,4,170,930526
2009,05/10/2009,14,N,0,1,119,2,16,4,0,0,0,0,0,4,142,930526
2009,05/10/2009,15,N,0,1,186,1,18,4,0,0,1,0,0,5,211,930526
2009,05/10/2009,16,N,2,0,157,7,16,2,0,1,0,0,0,3,183,930526
2009,05/10/2009,17,N,1,1,149,4,14,1,0,0,0,0,0,1,169,930526
2009,05/10/2009,18,N,0,0,135,3,12,0,1,0,0,0,0,1,151,930526
2009,05/10/2009,7,S,1,0,71,6,17,2,0,0,0,0,0,2,96,930526
2009,05/10/2009,8,S,1,1,185,6,18,1,0,0,0,0,0,1,211,930526
2009,05/10/2009,9,S,0,0,94,4,9,3,0,0,0,0,0,3,110,930526
2009,05/10/2009,10,S,0,0,96,3,15,3,3,1,0,0,0,7,121,930526
2009,05/10/2009,11,S,1,0,119,3,18,2,1,0,0,0,0,3,143,930526
2009,05/10/2009,12,S,0,0,144,3,16,2,0,1,0,0,0,3,166,930526
2009,05/10/2009,13,S,0,0,126,3,17,1,0,0,0,0,0,1,147,930526
2009,05/10/2009,14,S,0,0,150,3,19,2,1,0,0,0,0,3,175,930526
2009,05/10/2009,15,S,0,0,211,4,23,4,0,0,0,0,0,4,242,930526
2009,05/10/2009,16,S,2,2,230,3,26,3,0,0,0,0,0,3,264,930526
2009,05/10/2009,17,S,2,5,328,3,35,2,0,0,0,0,0,2,373,930526
2009,05/10/2009,18,S,2,1,234,3,23,1,0,0,0,0,0,1,262,930526
2009,08/10/2009,12,N,3,5,298,0,46,3,1,0,1,0,0,5,354,944769
2009,08/10/2009,13,N,1,4,294,2,50,8,1,0,2,0,0,11,361,944769
2009,08/10/2009,14,N,1,4,326,2,50,4,2,1,1,0,0,8,390,944769
2009,08/10/2009,15,N,3,5,452,1,61,5,0,0,1,1,0,7,526,944769
2009,08/10/2009,16,N,5,4,446,3,55,6,0,0,0,0,0,6,514,944769
2009,08/10/2009,17,N,5,4,528,1,57,3,0,0,0,1,0,4,594,944769
2009,08/10/2009,18,N,5,2,436,0,24,6,0,0,0,0,0,6,468,944769
2009,08/10/2009,7,S,6,3,297,3,61,5,1,0,1,0,2,9,373,944769
2009,08/10/2009,8,S,6,1,591,1,63,7,2,0,0,1,1,11,667,944769
2009,08/10/2009,9,S,3,2,382,0,62,16,2,0,1,0,0,19,465,944769
2009,08/10/2009,10,S,0,3,199,0,37,11,2,1,0,0,0,14,253,944769
2009,08/10/2009,11,S,0,1,262,1,40,12,0,0,1,1,0,14,318,944769
2009,08/10/2009,12,S,0,1,289,3,37,10,0,0,0,0,0,10,340,944769
2009,08/10/2009,13,S,0,2,308,0,47,7,1,0,2,0,2,12,369,944769
2009,08/10/2009,14,S,1,3,294,0,54,3,0,0,0,0,0,3,354,944769
2009,08/10/2009,15,S,2,6,405,6,53,5,0,0,2,1,0,8,478,944769
2009,08/10/2009,16,S,9,3,452,3,50,9,0,0,1,0,0,10,518,944769
2009,08/10/2009,17,S,4,3,616,1,40,2,0,0,1,0,0,3,663,944769
2009,08/10/2009,18,S,5,4,524,0,32,1,0,0,0,0,0,1,561,944769
2009,08/10/2009,7,N,3,4,491,0,52,1,0,0,1,0,0,2,549,944769
